name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,lyrics,mood
Let It Go,Chaos And The Calm,James Bay,13HVjjWUZFaWilh2QUJKsP,2014-12-15,73,260533,0.546,0.818,0.311,1.65e-05,0.107,0.246,-10.396,0.0288,147.464,1,4,"
From walking home and talking loads
To seeing shows in evening clothes with you
From nervous touch and getting drunk
To staying up and waking up with you


Now we're sleeping near the edge
Holding something we don't need
All this delusion in our heads
Is gonna bring us to our knees


So, come on, let it go, just let it be
Why don't you be you, and I'll be me?
Everything that's broke, leave it to the breeze
Why don't you be you, and I'll be me?
And I'll be me


From throwing clothes across the floor
To teeth and claws and slamming doors at you
If this is all we're living for
Why are we doing it, doing it, doing it anymore?


I used to recognize myself
It's funny how reflections change
When we're becoming something else
I think it's time to walk away


So, come on, let it go, just let it be
Why don't you be you, and I'll be me?
Everything that's broke, leave it to the breeze
Why don't you be you, and I'll be me?
And I'll be me


Tryna fit your hand inside of mine
When we know it just don't belong
'Cause no force on earth could make it feel right, no, no
Tryna push this problem up the hill
When it's just too heavy to hold
I think now's the time to let it slide


So, come on, let it go, just let it be
Why don't you be you, and I'll be me?
Everything that's broke, leave it to the breeze
Let the ashes fall, forget about me


Come on, let it go, just let it be
Why don't you be you, and I'll be me?
And I'll be me
(Ooh, me, you)",Sad
Let It Out,Xy Chelsea (Original Soundtrack),Jehnny Beth,72rHjyz3i7K90Hk1eF1f0c,2019-06-07,38,213173,0.596,0.381,0.528,0.8590000000000001,0.205,0.15,-12.481,0.0289,117.041,2,4,"Oh yeah

When Mister Brown said he felt good
I tell you it's no lie
I feel better than that
(I feel better than that)

When Johnny and the Silver Beatles
Had your volume high
I feel better than that

Maybe it's the time and place
Or maybe it's your stupid face
That's turning me on
Maybe it's the crowded room
Or maybe it's the bass drum boom
That is kicking this song
I feel better than that
(I feel better than that)

The first time that you saw Bardot
Inside you really glow
But I feel better than that
(I feel better than that)

You had a crush on Brandon
And you tingle down below
But I feel better than that
(I feel better than that)

Maybe it's the strobing lights
Or maybe it's the music
That is turning me on
Maybe it's your go-go hair
Or maybe it's the cracking snare
That's hitting this song
I feel better than that
(I feel better than that)

One four letter word is the sole reason why
Let me spell it out for you
L-O-V-E
I'm talking 'bout love

Take a locomotive
With it's head all full of steam
I feel better than that
(I feel better than that)

Like a Saturn C5 rocket
With a rollercoaster scream
I feel better than that

Maybe it's the time and place
Or maybe it's your stupid face
That's turning me on
Maybe it's the crowded room
Or maybe it's the bass drum boom
That's kicking this song

I feel better than that
(I feel better than that) x4",Sad
Let's Go Crazy,Purple Rain,Prince,0QeI79sp1vS8L3JgpEO7mD,1984-06-25,63,280000,0.309,0.0192,0.93,0.0022,0.106,0.376,-6.399,0.125,195.815,11,4,"
Dearly beloved
We are gathered here today
To get through this thing called ""life""
Electric word, life
It means forever and that's a mighty long time
But I'm here to tell you there's something else
The afterworld
A world of never ending happiness
You can always see the sun, day or night
So when you call up that shrink in Beverly Hills
You know the one, Dr. Everything'll-Be-Alright
Instead of asking him how much of your time is left
Ask him how much of your mind, babe
'Cause in this life
Things are much harder than in the afterworld
In this life
You're on your own
And if de-elevator tries to bring you down
Go crazy (Punch a higher floor)
Whoo


If you don't like
The world you're living in
Take a look around
At least you got friends
You see I called my old lady
For a friendly word
She picked up the phone
Dropped it on the floor
(Ah, ah) is all I heard


Are we gonna let de-elevator bring us down?
Oh no, lets go


Let's go crazy
Let's get nuts
Let's look for the purple banana
Until they put us in the truck, let's go


We're all excited
But we don't know why
Maybe it's 'cause
We're all gonna die
And when we do (when we do)
What's it all for? (what’s it all for?)
You better live now
'Fore the grim reaper come knocking on your door


Tell me, are we gonna let de-elevator bring us down?
Oh no, let's go


Let's go crazy
Let's get nuts
Look for the purple banana
Until they put us in the truck, let's go


C'mon, baby
Let's get nuts
Yeah
(Crazy)
Let's go crazy


Are we gonna let de-elevator bring us down?
Oh no, let's go
Go (Go crazy)


I said let's go crazy (go crazy)
Let's go (Let's go)
Go (Let's go)


Dr. Everything'll-Be-Alright
Will make everything go wrong
Pills and thrills and daffodils will kill
Hang tough, children
He's coming
He's coming
Coming




Take me away!",Happy
Lift Me Up (feat. Carla Monroe),Lift Me Up (feat. Carla Monroe),Oliver Heldens,0vK80mtYypq4dAwQelZ2Dh,2019-11-15,65,177120,0.579,0.0426,0.784,0.0235,0.317,0.562,-4.686,0.0659,125.122,5,4,"
I came out tonight with good intentions
Said I was only gonna stay for one
But the moment that I get your attention
I lose my head and it all comes undone


Because there's someone in your bed
It goes straight to my head
Then I lose all my sense
You know it's hard to watch you go
Don't leave me here solo
A few drinks and it makes me do things
Lift me up


Lift me up
Lift me up
Lift me up


When it kicks in, all the feelings start again
Made me lose my mind and now I'm back again
When it kicks in, all the feeling lights up
Few drinks and it makes me do things


I stumble out and pass your old apartment
My heavy head, it took me to your door
Emotions spinning, I can feel it starting
To take control and make me trip once more


Because there's someone in your bed
It goes straight to my head
Then I lose all my sense
You know it's hard to watch you go
Don't leave me here solo
A few drinks and it makes me do things
All because you lift me up


When it kicks in, all the feelings start again
Made me lose my mind and now I'm back again
When it kicks in, all the feeling lights up
Few drinks and it makes me do things


Lift me up


When it kicks in, all the feelings start again
Made me lose my mind and now I'm back again
When it kicks in, all the feeling lights up
Few drinks and it makes me do things
Lift me up


Lift me up
Lift me up
Lift me up


When it kicks in, all the feelings start again
Made me lose my mind and now I'm back again
When it kicks in, all the feeling lights up
Few drinks and it makes me do things

Lift me up
Up, up, up, up
Up, up, up, lift me up
Up, up, up, up
Up, up, lift me up",Energetic
Light Years,Light Years,The National,0dcKsPZVWa64MvnoCes49q,2019-04-04,0,213373,0.544,0.95,0.316,0.7,0.0978,0.173,-11.666,0.0307,124.989,4,4,"
You were waiting outside for me in the sun
Laying down to soak it all in before we had to run
I was always ten feet behind you from the start
Didn't know you were gone 'til we were in the car


Oh, the glory of it all was lost on me
'Til I saw how hard it'd be to reach you
And I would always be lightyears, lightyears away from you
Lightyears, lightyears away from you


I thought I saw your mother last weekend in the park
It could've been anybody, it was after dark
Everyone was lighting up in the shadows alone
You could've been right there next to me, and I'd have never known


Oh, the glory of it all was lost on me
'Til I saw how hard it'd be to reach you
And I would always be lightyears, lightyears away from you
Lightyears, lightyears away from you
Lightyears, lightyears away from you
Lightyears, lightyears away from you",Sad
Lights Go Down,Lights Go Down,Mike Candys,2shD8wlebq8fDg6ChqOPkC,2019-10-18,57,155520,0.741,0.00254,0.812,0.104,0.301,0.146,-5.356,0.039,124.991,1,4,"I watch Candy dance
In a club downtown
Where the music's loud
For the lost and found
At the Starlight Cafe

And I never can see
What's against the law
She's not a dirty peep show
She's a mouth so raw
Saying she's going to marry me someday

When the lights go down
And no one else
Say no one else can see
Spinning round and round
Candy does a solo dance for me
Candy does a solo dance for me

Now my small town girl
Gets a little bit rough
When we're alone
And she can't get enough
To feed her hunger

But the sparks just fly
From my Candy's eyes
When we make love
She's ten miles high
And I can hear the thunder

Sweet sweet piece of Candy
On my tongue
Well it's so good goin' down
And when no one else
Say no one else can see
Candy does a solo dance for me
Candy does a solo dance for me

When the lights go down, down
And no one else
Say no one else can see
Spinning round and round
I tell you
Candy does a solo dance for me
Candy does a solo dance for me

I get my piece of Candy
I get my piece of love
I get some peace and understanding",Energetic
Like The Way I Do,Greatest Hits - The Road Less Traveled,Melissa Etheridge,38TXeCvUUqf3PeoPvnERV6,2005,0,324760,0.591,0.0213,0.931,0.0,0.122,0.6729999999999999,-4.84,0.0557,101.551,2,4,"Is it so hard
To satisfy your senses?
You found out to love me
You have to climb some fences
Scratching and crawling
Along the floor to touch you
And just when it feels right
You say you found someone to hold you
Does she like I do?

Baby, tell me does she love you
Like the way I love you?
Does she stimulate you?
Attract and captivate you?
Tell me, does she miss you?
Existing just to kiss you?
Like the way I do?

Tell me, does she want you?
Infatuate and haunt you?
Does she know just how to shock you?
Electrify and rock you?
Does she inject you?
Seduce you and affect you?
Like the way I do?
Like the way I do?

Can I survive
All the implications?
Even if I tried
Could you be less than an addiction?
Don't you think I know
There's so many others
Who would beg steal and lie
Fight kill and die
Just to hold you hold you
Hold you like I do?

Ooh, baby, tell me does she love you
Like the way I love you?
Does she stimulate you?
Attract and captivate you?
Tell me, does she miss you?
Existing just to kiss you?
Like the way I do?

Tell me, does she want you?
Infatuate and haunt you?
Does she know just how to shock you?
Electrify and rock you?
Does she inject you?
Seduce you and affect you?
Like the way I do?

Oh, nobody loves you
Like the way I do
Nobody wants you
Like the way I do
Nobody needs you
Like the way I do
Nobody aches
Nobody aches just to hold you
Like the way I do
No, no, no

Tell me does she love you
Like the way I love you?
Does she stimulate you?
Attract and captivate you?
Baby, baby, tell me, does she miss you?
Existing just to kiss you?
Like the way I do?

No, tell me, does she want you?
Infatuate and haunt you?
Does she know just how to shock you?
Electrify and rock you?
Does she inject you?
Seduce you and affect you, baby?
Like the way I do?
No, like the way I do?
Oh-ho... yeah",Happy
Linger,Linger,No Vacation,7zWQ9qz0vAK75QBTGLZ0Wb,2019-04-01,40,262375,0.54,0.0122,0.574,0.0006580000000000001,0.226,0.225,-7.006,0.0232,94.975,7,4,"
If you, if you could return
Don't let it burn
Don't let it fade
I'm sure I'm not being rude
It's just your attitude
It's tearing me apart
It shouldn't every day
And I swore, I swore I would be true
And honey, so did you
So why were you holding her hand?
Is that the way we stand?
Just lying all the time?
Was it just a game to you?


But I'm in so deep
You know I'm such a fool for you
You got me wrapped around your finger
Do you have to let it linger?
Do you have to, do you have to, do you have to let it linger?


Oh, I thought the world of you
I thought nothing could go wrong
But I was wrong, I was wrong
If you, if you could get by
Trying not to lie
Things wouldn't be so confused
And I wouldn't feel so used
But you always really knew
I just wanna be with you

 x2
And I'm in so deep
You know I'm such a fool for you
You got me wrapped around your finger
Do you have to let it linger?
Do you have to, do you have to, do you have to let it linger?",Sad
Listen to the Music,Toulouse Street,The Doobie Brothers,7Ar4G7Ci11gpt6sfH9Cgz5,1972,77,227266,0.645,0.221,0.598,3.53e-06,0.0721,0.913,-13.18,0.0335,105.929,1,4,"{Intro}


Don't you feel it growing, day by day
People getting ready for the news
Some are happy, some are sad
Woah, gotta let the music play

What the people need is a way to make them smile
It ain't so hard to do if you know how
Gotta get a message, get it on through
Oh now mamma don't you ask me why


Oh, oh, oh listen to the music
Oh, oh, oh listen to the music
Oh, oh, oh listen to the music
All the time

{Bridge}


Well I know you know better
Everything I say
Meet me in the country for a day
We'll be happy and we'll dance
Oh, we're gonna dance our blues away

And if I'm feeling good to you
And you're feeling good to me
There ain't nothing we can't do or say
Feeling good, feeling fine
Oh, baby, let the music play


Oh, oh, oh listen to the music
Oh, oh, oh listen to the music
Oh, oh, oh listen to the music
All the time


Like a lazy flowing river
Surrounding castles in the sky
And the crowd is growing bigger
Listening for the happy sounds
And I got to let them fly


Oh, oh, oh listen to the music
Oh, oh, oh listen to the music
Oh, oh, oh listen to the music
All the time

Oh, oh, oh listen to the music
Oh, oh, oh listen to the music
Oh, oh, oh listen to the music
All the time",Happy
Listening,In Love and Death,The Used,528rajP3OyhornDwrsQrt4,2004-09-27,40,166226,0.475,0.000121,0.907,0.0,0.034,0.408,-5.064,0.0941,92.578,0,4,"Your skin attached
This fragile cliché of my broken heart attack
You should swallow your teeth and hang out and stay for a while
If your heart's still beating, it must be the blood
If your lungs are still working, it must be the mud
If it’s still light out than a kick in the ribs today's worth living?


I don't see anything now
So just say what you want to say
It's kind of funny how I'm not listening anyway

Lights out, I can't stand to hear you scream
While we were making love I was fast asleep
And the night sky better give something up
Give something up

 x2

Lights out, I can’t stand to hear you scream
While we were making love I was fast asleep
If your heart's still beating, it must be the blood
If your lungs are still working, it must be the mud
If it’s still light out than a kick in the ribs
If today's worth living, it probably is

Lights out, I can’t stand to hear you scream
While we were making love I was fast asleep
If your heart's still beating, it must be the blood
If your lungs are still working, it must be the mud
If it’s still light out than a kick in the ribs
If today's worth living, it probably is

 x2

Lights out, I can’t stand to hear you scream
While we were making love I was fast asleep
If your heart's still beating, it must be the blood
If your lungs are still working, it must be the mud
If it’s still light out than a kick in the ribs
If today's worth living, it probably is

Lights out, I can’t stand to hear you scream
While we were making love I was fast asleep
If your heart's still beating, it must be the blood
If your lungs are still working, it must be the mud
If it’s still light out than a kick in the ribs
If today's worth living, it probably is",Energetic
Little Lion Man,Sigh No More (Benelux Edition),Mumford & Sons,1QTixxvaGxwe6GF8PBwAve,2012-11-16,46,247000,0.515,0.0244,0.496,7.24e-06,0.0895,0.442,-8.017999999999999,0.0275,138.61,5,4,"
Weep for yourself, my man
You'll never be what is in your heart
Weep Little Lion Man
You're not as brave as you were at the start
Rate yourself and rake yourself
Take all the courage you have left
And waste it on fixing all the problems
That you made in your own head


But it was not your fault but mine
And it was your heart on the line
I really fucked it up this time
Didn't I, my dear?
Didn't I, my


Tremble for yourself, my man
You know that you have seen this all before
Tremble Little Lion Man
You'll never settle any of your scores
Your grace is wasted in your face
Your boldness stands alone among the wreck
Now learn from your mother
Or else spend your days biting your own neck


But it was not your fault but mine
And it was your heart on the line
I really fucked it up this time
Didn't I, my dear?
But it was not your fault but mine
And it was your heart on the line
I really fucked it up this time
Didn't I, my dear?
Didn't I, my dear?


Haa-a-a-a
Ha-a-a-a-a-a
Ha-a-a-a-a-a
Ha-a-a-a-a-a
Ha-a-a-a-a
Ha-a-a-a-a


But it was not your fault but mine
And it was your heart on the line
I really fucked it up this time
Didn't I, my dear?
But it was not your fault but mine
And it was your heart on the line
I really fucked it up this time
Didn't I, my dear?
Didn't I, my dear?",Happy
Little Talks,My Head Is An Animal,Of Monsters and Men,2ihCaVdNZmnHZWt0fvAM7B,2012-01-01,78,266600,0.457,0.0206,0.757,0.0,0.146,0.417,-5.1770000000000005,0.032,102.961,1,4,"
Hey!
Hey!
Hey!


I don't like walking around this old and empty house
So hold my hand, I'll walk with you my dear
The stairs creak as you sleep; it's keeping me awake
It's the house telling you to close your eyes
And some days I can't even dress myself
It's killing me to see you this way
'Cause though the truth may vary, this
Ship will carry our
Bodies safe to shore


Hey!
Hey!
Hey!


There's an old voice in my head that's holding me back
Well, tell her that I miss our little talks
Soon it will be over and buried with our past
We used to play outside when we were young, and full of life and full of love
Some days, I don't know if I am wrong or right
Your mind is playing tricks on you, my dear
'Cause though the truth may vary, this
Ship will carry our
Bodies safe to shore


Hey! Don't listen to a word I say
Hey! The screams all sound the same
Hey! Though the truth may vary, this
Ship will carry our
Bodies safe to shore


Hey!
Hey!
Hey!


You're gone, gone, gone away; I watched you disappear
All that's left is a ghost of you
Now we're torn, torn, torn apart; there's nothing we can do
Just let me go, we'll meet again soon
Now wait, wait, wait for me; please hang around
I'll see you when I fall asleep


Hey! Don't listen to a word I say
Hey! The screams all sound the same
Hey! Though the truth may vary, this
Ship will carry our
Bodies safe to shore


Don't listen to a word I say
Hey! The screams all sound the same
Hey! Though the truth may vary, this
Ship will carry our
Bodies safe to shore


Though the truth may vary, this
Ship will carry our
Bodies safe to shore
Though the truth may vary, this
Ship will carry our
Bodies safe to shore",Happy
Little Things,Sixteen Stone,Bush,29IRVQao62okE22TDamSnm,1994-12-06,0,264293,0.3670000000000001,0.000229,0.915,0.0,0.184,0.215,-5.4529999999999985,0.0682,112.642,7,4,"
I bleach the sky
Every night
Loaded on wrong
And further from right
Spinning around
Two howling moons
'Cause they're always there
Whatever I do


The river is loaded
I've been there today
Took it some questions
She does me again
I'd die in your arms
If you were dead too
Here comes a lie
We will always be true


Going up
When coming down
Scratch away


It's the little things that kill
Tearing at my brains again
The little things that kill
It's the little things that kill
Tearing at my brains again
The little things that kill


Bigger you give
Bigger you get
We're boss at denial
But best at forget
Cupboard is empty
We really need food
Summer is winter
And you always knew


Going up
When coming down
Scratch away


It's the little things that kill
Tearing at my brains again
The little things that kill
It's the little things that kill
Tearing at my brains again
The little things that kill


I touch your mouth
My will is food
Addicted to love
I'm addicted to bullshit
I kill you once
I kill you again
We're starving and crude
Welcome my friends to


The little things that kill
Tearing at my brains again
The little things that kill
It's the little things that kill
Tearing at my brains again
The little things that kill",Energetic
Living,Reflection of Youth,EERA,4ytv5Yzyal3LzKyMjRXjse,2017-11-03,31,279826,0.46,0.14,0.59,0.591,0.112,0.212,-9.375,0.0327,118.008,6,4,"
Bite my nails
This day is the day
Oh, how quickly
The ends are curving in

Splintered skin
Digging further in
Oh, how quickly
The blood is seeping in


Make me stand
Make me rise
Help me feel alive
Make me stand
Make me rise
Help me feel alive


Stop my words
They're not your curse
I am sorry
That I ever let you in

You run wild
You're not afraid of time
How it slips for your forest
Faster than light


Make me stand
Make me rise
Help me feel alive
Make me stand
Make me rise
Help me feel alive


For she's on to me
Calling
Lights will be in me
For she's on to me
Calling
Lights will be in me
For she's on to me
Calling
Lights will be in me
For she's on to me
Calling
Lights will be in me",Sad
London Thunder,London Thunder,Foals,4gkoh2vAD57fGEITzteaUh,2015-08-24,37,254426,0.489,0.6409999999999999,0.35700000000000004,0.333,0.0838,0.0388,-9.745,0.0259,92.009,6,4,"
I'm on the red eye flight to nowhere good
How 'bout you?
I've been in the air for hours
Meteor showers by the pool
So one last drink for summer
I'm always leaving, never you
Come back to London thunder
The sound has sorrowed in my room
Ye-yeah


And now the table's turned,  it's over
And with my fingers burned, I start anew
And now I've come back down, I'm older
I look for something else to hold on to


There's no way to realign
Upholstered skin, I take back every line
Lost my mind in San Francisco
Worn out disco when tempers cooled
There's no water
There is no sound
Will you come around?
Will you come around?
There is no space
There is no time
Where to draw the line?


And now the table's turned,  it's over
And with my fingers burned, I start anew
And now I've come back down, I'm older
I look for something else to hold on to


I'm on the red eye flight to nowhere good
How 'bout you?",Sad
Lonely Boy,What's Wrong with This Picture?,Andrew Gold,6wGMLoEqD2k3RBXFHD0yUp,1976,55,264893,0.588,0.0386,0.598,5.83e-05,0.107,0.866,-13.288,0.0296,123.724,9,4,"
He was born on a summer day, 1951
And with a slap of a hand, he had landed as an only son
His mother and father said, ""What a lovely boy
We'll teach him what we learned, ah, yes, just what we learned
We'll dress him up warmly, and we'll send him to school
It'll teach him how to fight, to be nobody's fool""


Oh, oh, what a lonely boy
Oh, what a lonely boy
Oh, what a lonely boy


In the summer of '53, his mother brought him a sister
And she told him, ""We must attend to her needs
She's so much younger than you""
Well, he ran down the hall and he cried
Oh, how could his parents have lied?
When they said he was their only son
He thought he was their only one


Oh, oh, what a lonely boy
Oh, what a lonely boy
Oh, what a lonely boy


Goodbye Mama
Goodbye you
Goodbye Papa
I'm pushing on through


He left home on a winter day, 1969
And he hoped to find all the love he had lost in that earlier time
Well, his sister grew up, and she married a man
He gave her a son, ah, yes, a lovely son
They dressed him up warmly, they sent him to school
It taught him how to fight, to be nobody's fool


Oh, oh, what a lonely boy
Oh, what a lonely boy
Oh, what a lonely boy


Whoa-whoa-whoa, oh, what a lonely boy
Oh, what a lonely boy
Oh, what a lonely boy",Happy
Long Way Down,Long Way Down (Deluxe),Tom Odell,1uVk6S6Fpkrmji0iTpgKEC,2013-06-24,59,149773,0.3670000000000001,0.972,0.121,0.0322,0.0871,0.0926,-13.778,0.0335,132.244,6,4,"
Walking on the rooftops
Talking of times
With our eyes a-glowing
Like the city lights
She stands on the ledge
She says, ""It looks so high""


You know it's a


Long way down
Feels like a long way down
It feels like a long way down
Like a long way down
Oh, honey, don't leave, don't leave
Please, don't leave me now


'Cause I can feel the rivers
Winding through the lands
Two lines, and a poet
You know, like a kind old rye
You know we could talk in that language
Only we understand


But you know, honey, it's a


Long way down
You know love, is a long way down
It feels like a long way down
Oh, it feels like a long way down
Oh, honey, don't leave, don't leave
Please, don't leave me now",Sad
Lorelei,Treasure,Cocteau Twins,1MwGbyzRmPXWABLIdW8tzG,1984-11-01,53,223573,0.387,0.00015800000000000002,0.669,0.423,0.166,0.414,-11.187,0.0395,90.995,0,4,"Can’t look out
Can’t look in
You just might
Get yourself kissed right
Out of the doors
In the light
We’ll make love
And then we can go

And we can go
And we can go

We’re covered by the sacred fire
Then you cut me to, you cut me to the bone

Can’t look out
Can’t look in
You just might
Get yourself kissed right
Out of the doors
In the light
We’ll make love
And then we can go

And we can go (and we can go)
And we can go (and we can go)
And we can go (and we can go)
And we can go (and we can go)

And we’re covered by the sacred fire
Then you cut me to, you cut me to the bone

Da-dow, da-dow, da-dow, da-dow, oh
Da-dow, da-dow, da-dow, da-dow
Da-dow, da-dow, da-dow
Da-dow, da-dow, da-dow, da-dow

We’re covered by the sacred fire
Then you cut me to, you cut me to the bone

Can’t look in
Guilty boy
Guilty girl
‘Cause you’re both cursed

Out of the doors
In the light
We’ll make love
And we can go

Can’t look in
Guilty boy
Guilty girl
‘Cause you’re both
‘Cause you’re both cursed

Out of the doors
In the light
We’ll make love
And we can go",Sad
Losing You,Human,Aquilo,5aFSzu0b7ccAYjTkbTNTsQ,2014-12-08,50,205859,0.383,0.63,0.446,0.0,0.0946,0.213,-8.693,0.0382,77.399,0,4,"
Here we are
Painting pictures of a war
Maybe I don't get it all
So here we are again

So cold
Maybe theres another way
Maybe words don't have to play
Another part


Tell me what I could have done
Looking back I tried my best
To carry on
But the feeling we once had
Starts to fade beneath the bad
And it’s everything
It’s everything


I’m losing you
Yeah, I’m losing you
And I’m almost at the point of giving it up
Yeah I’m losing you
And I’m losing you
But I don't think you can see there’s no other love


Here I am
Staring back at what we were
Just remember it was her
That made me
Now I’m crawling to stop from falling
Will I ever understand?
You’re what I want


Tell me what I could have done
Looking back I tried my best
To carry on
But the feeling we once had
Starts to fade beneath the bad
And it’s everything
It’s everything


And I’m losing you
Yeah, I’m losing you
And I’m almost at the point of giving it up
Yeah I’m losing you
And I’m losing you
But I don't think you can see there’s no other love
And you say, that it's hard, but you walk away again
I’m losing you, I’m losing you",Sad
Lost Moon,I Can Feel the Night Around Me,Nightlands,5QlL4Rxjw3MQbx8Xvs75ts,2017-05-05,33,356125,0.448,0.328,0.591,0.708,0.111,0.303,-9.291,0.0327,145.482,0,4,"Days go by
Just like a glass
Clear like a glass
Fold them up so they shimmer and pass

It's too late
Dog on a wall
I'm a dog on a wall
Like a leaf on your tree I fall

It feels like the moon
Is lost in the sky
It's filling my room (It's filling my room)
With silver light

I hear you sing
But are you a bird?
Are you a bird?
You wanna fly by saying the word

Hold your eyes
Fill up with air
Fill up with air
I had a dream I was saying a prayer

It feels like the moon
Is lost in the sky
It's filling my room (it's filling my room)
With silver light

It feels like the moon (it feels like the moon)
Is lost in the sky
It's filling my room (it's filling my room)
With silver light",Sad
Love Is A Losing Game,Back To Black,Amy Winehouse,4IMBnBRqm9RALmLrRqfMor,2006-01-01,0,154160,0.48,0.317,0.561,0.006409999999999999,0.184,0.541,-5.874,0.027000000000000003,164.791,0,4,"
For you, I was a flame
Love is a losing game
Five story fire as you came
Love is a losing game
One I wish I never played
Oh, what a mess we made
And now the final frame
Love is a losing game


Played out by the band
Love is a losing hand
More than I could stand
Love is a losing hand
Self-professed, profound
'Til the chips were down
Though you're a gambling man
Love is a losing hand


Though I battle blind
Love is a fate resigned
Memories mar my mind
Love is a fate resigned
Over futile odds
And laughed at by the gods
And now the final frame
Love is a losing game",Sad
Lovely Day,Lean on Me: The Best of Bill Withers,Bill Withers,0ACACkoHUwgfgY5CxVIL4N,1994-08-09,67,255066,0.693,0.194,0.565,0.000175,0.0806,0.6920000000000001,-12.583,0.0345,97.937,9,4,"
When I wake up in the morning, love
And the sunlight hurts my eyes
And something without warning, love
Bears heavy on my mind


Then I look at you
And the world's alright with me
Just one look at you
And I know it's gonna be
A lovely day
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
A lovely day
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)


When the day that lies ahead of me
Seems impossible to face
When someone else instead of me
Always seems to know the way


Then I look at you
And the world's alright with me
Just one look at you
And I know it's gonna be
A lovely day
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
A lovely day
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)


When the day that lies ahead of me
Seems impossible to face
When someone else instead of me
Always seems to know the way


Then I look at you
And the world's alright with me
Just one look at you
And I know it's gonna be
A lovely day
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
A lovely day
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
A lovely day
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
A lovely day
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
A lovely day
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
A lovely day
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day, lovely day, lovely day)
(Lovely day, lovely day)",Happy
Machinehead,Bush Digital Collection,Bush,1iTzI4NSQNLIETWDJ1WNWi,2005,0,256360,0.15,4.24e-05,0.875,0.00103,0.0957,0.156,-7.27,0.0975,169.80599999999995,9,3,"
Breathe in, breathe out
Breathe in, breathe out
Breathe in
Breathe in, breathe out
Breathe in, breathe out
Breathe in


Tied to a wheel, our fingers got to feel
Bleeding through a tourniquet smile
I spin on a whim, I slide to the right
I felt you like electric light
For our love, for our fear
For our rise against the years and years and years


Got a machinehead, it's better than the rest
Green to red, machinehead
Got a machinehead, it's better than the rest
Green to red

I walk from my machine
I walk from my machine


Breathe in, breathe out
Breathe in, breathe out
Breathe in


Deaf, dumb, dirty
Starting to deserve this
Leaning on my conscience wall
Blood is like wine, unconscious all the time
If I had it all again I'd change it all


Got a machinehead, it's better than the rest
Green to red, machinehead
Got a machinehead, it's better than the rest
Green to red

I walk from my machine
I walk from my machine


Breathe in, breathe out
Breathe in, breathe out
Breathe in, breathe in, breathe in


Got a machinehead, it's better than the rest
Green to red, machinehead
Got a machinehead, it's better than the rest
Green to red
Better than the rest, better than the rest
Machinehead
I walk from my machine
I walk from my machine",Energetic
Mad About You,The Magnificent Tree,Hooverphonic,5drK2kTE2mrUdV33iHWyrx,2000,62,223733,0.465,0.00109,0.8440000000000001,0.399,0.0865,0.155,-4.352,0.0379,170.358,1,4,"
Feel the vibe, feel the terror, feel the pain
It's driving me insane
I can't fake for God's sake, why am I
Driving in the wrong lane
Trouble is my middle name
But in the end I'm not too bad
Can someone tell me if it's wrong to be so mad


About you
Mad about you
Mad


Are you the fishy wine who will give me
A headache in the morning
Or just a dark blue landmine
That'll explode without a decent warning
Give me all your true hate
And I'll translate it in our bed
Into never seen passion, never seen passion
That's why I am so mad


About you
Mad about you
Mad


Trouble is your middle name
But in the end you're not too bad
Can someone tell me if it's wrong to be so mad


About you
Mad about you
Mad about you
Mad about you
Mad


Give me all your true hate
And I'll translate it in your bed
Into never seen passion
That is why I am so mad


About you
Mad about you
Mad about you
Mad about you
Mad about you
Mad about you
Mad about you",Happy
Make Believe,Make Believe,Quintino,56oqWZUaA8ZmHQCH3lCRI3,2019-08-09,59,194531,0.5870000000000001,0.03,0.882,0.116,0.195,0.0653,-5.837999999999999,0.0427,127.97,0,4,"
I will let you see all that we can be
While we make it real, what is make believe
I will let you see all that we can be
While we make it real, what is make believe


I want you to understand
I don't want this night to end
I want you to feel again
Come with me and hold my hand
I will let you see all that we can be
While we make it real, what is make believe
Make believe


I want us to rise above
Tell me what you're dreaming of
Can you hear our beating hearts?
Maybe this is more than love


I will let you see all that we can be
While we make it real, what is make believe
What is make believe
Make believe",Energetic
